latitude,longitude,priority,name
53.28779955113818,50.233336054893904,7,Самара Арена
55.821103348448915,49.160849648219404,9,Ак Барс Арена
55.79948881791929,49.10607401098021,10,Казанский Кремль
55.715511013775696,37.55327238956812,6,Стадион Лужники
43.401546399312785,39.955711554446175,5,Стадион Фишт
59.97300312632598,30.221484104063816,8,Газпром Арена
45.045003744805065,39.028675472709146,4,Озон Арена
